{'text': '[Music]', 'start': 0.76, 'duration': 3.17}
{'text': "second point i'd make to you is that", 'start': 4817.199, 'duration': 3.361}
{'text': 'when', 'start': 4819.6, 'duration': 2.96}
{'text': 'floyd was killed when mr floyd was', 'start': 4820.56, 'duration': 4.24}
{'text': 'killed there was a peaceful protest in', 'start': 4822.56, 'duration': 3.52}
{'text': 'front of the white house', 'start': 4824.8, 'duration': 3.6}
{'text': 'what did he do he came out of his bunker', 'start': 4826.08, 'duration': 3.68}
{'text': 'had the military', 'start': 4828.4, 'duration': 3.44}
{'text': 'do use tear gas on them so we could walk', 'start': 4829.76, 'duration': 4.959}
{'text': 'across to a church and hold up a bible', 'start': 4831.84, 'duration': 4.96}
{'text': 'and then what happened after that the', 'start': 4834.719, 'duration': 4.0}
{'text': 'bishop of that very church said', 'start': 4836.8, 'duration': 4.16}
{'text': 'that it was the disgrace the general who', 'start': 4838.719, 'duration': 3.281}
{'text': 'was with him said', 'start': 4840.96, 'duration': 2.88}
{'text': 'he only all he ever wants to do is', 'start': 4842.0, 'duration': 4.4}
{'text': 'divide people not unite people at all', 'start': 4843.84, 'duration': 4.24}
{'text': 'this is a president who has used', 'start': 4846.4, 'duration': 3.6}
{'text': 'everything as a dog whistle', 'start': 4848.08, 'duration': 5.119}
{'text': 'to try to generate racist hatred racist', 'start': 4850.0, 'duration': 4.0}
{'text': 'division', 'start': 4853.199, 'duration': 2.96}
{'text': 'this is a man who in fact you talk about', 'start': 4854.0, 'duration': 4.159}
{'text': 'helping african americans', 'start': 4856.159, 'duration': 5.281}
{'text': 'one in 1 000 african americans has been', 'start': 4858.159, 'duration': 4.881}
{'text': 'killed because of the conan the', 'start': 4861.44, 'duration': 3.759}
{'text': 'coronavirus first of all what does', 'start': 4863.04, 'duration': 4.639}
{'text': 'reimagining policing mean and do you', 'start': 4865.199, 'duration': 3.201}
{'text': 'support', 'start': 4867.679, 'duration': 2.801}
{'text': 'it means let me if i might finish the', 'start': 4868.4, 'duration': 3.92}
{'text': 'question what does reimagining policing', 'start': 4870.48, 'duration': 2.32}
{'text': 'mean', 'start': 4872.32, 'duration': 2.56}
{'text': 'and do you support the black lives', 'start': 4872.8, 'duration': 4.48}
{'text': 'matter', 'start': 4874.88, 'duration': 2.4}
{'text': 'call for for community control of', 'start': 4877.6, 'duration': 4.48}
{'text': 'policing', 'start': 4881.199, 'duration': 3.921}
{'text': 'look what i support is the police', 'start': 4882.08, 'duration': 5.119}
{'text': 'having the opportunity to deal with the', 'start': 4885.12, 'duration': 3.68}
{'text': 'problems they face', 'start': 4887.199, 'duration': 3.841}
{'text': "and i'm not totally opposed to defunding", 'start': 4888.8, 'duration': 3.359}
{'text': 'the police officers', 'start': 4891.04, 'duration': 3.44}
{'text': 'as a matter of fact police local police', 'start': 4892.159, 'duration': 4.08}
{'text': 'the only one defunding in his budget', 'start': 4894.48, 'duration': 3.759}
{'text': 'calls for a 400 million dollar cut in', 'start': 4896.239, 'duration': 3.841}
{'text': 'local law enforcement assistance', 'start': 4898.239, 'duration': 4.081}
{'text': 'they need more assistance they need when', 'start': 4900.08, 'duration': 4.32}
{'text': 'they show up for a 9 11 call to have', 'start': 4902.32, 'duration': 3.839}
{'text': 'someone with them as a psychologist or', 'start': 4904.4, 'duration': 2.72}
{'text': 'psychiatrist', 'start': 4906.159, 'duration': 3.281}
{'text': 'to keep them from having to use force', 'start': 4907.12, 'duration': 4.16}
{'text': 'and be able to talk people down', 'start': 4909.44, 'duration': 3.68}
{'text': 'we have to have community policing like', 'start': 4911.28, 'duration': 3.919}
{'text': 'we had before where the officers get to', 'start': 4913.12, 'duration': 3.2}
{'text': 'know the people', 'start': 4915.199, 'duration': 3.201}
{'text': "in the communities that's when crime", 'start': 4916.32, 'duration': 3.04}
{'text': 'went down', 'start': 4918.4, 'duration': 3.36}
{'text': "it didn't go up it went down you know", 'start': 4919.36, 'duration': 4.56}
{'text': 'his own former spokesperson said', 'start': 4921.76, 'duration': 5.12}
{'text': 'you know riots and chaos and violence', 'start': 4923.92, 'duration': 4.239}
{'text': 'help us cause', 'start': 4926.88, 'duration': 2.48}
{'text': "that's what this is all about i don't", 'start': 4928.159, 'duration': 3.121}
{'text': 'know who said that i do', 'start': 4929.36, 'duration': 5.12}
{'text': "who i think kellyanne conway i don't", 'start': 4931.28, 'duration': 3.84}
{'text': 'think she said', 'start': 4934.48, 'duration': 2.32}
{'text': "she said that and so here's that all", 'start': 4935.12, 'duration': 3.2}
{'text': "right but here's the point", 'start': 4936.8, 'duration': 3.919}
{'text': "the point is that that's what he is", 'start': 4938.32, 'duration': 4.64}
{'text': 'keeps trying to rile everything up', 'start': 4940.719, 'duration': 4.401}
{'text': "he doesn't want to calm things down", 'start': 4942.96, 'duration': 4.08}
{'text': 'instead of going in and talking to', 'start': 4945.12, 'duration': 2.72}
{'text': 'people and saying', 'start': 4947.04, 'duration': 2.56}
{'text': "let's get everybody together figure out", 'start': 4947.84, 'duration': 3.04}
{'text': 'how to deal with this', 'start': 4949.6, 'duration': 3.599}
{'text': "what's he do he just pours gasoline in", 'start': 4950.88, 'duration': 3.2}
{'text': 'the fire', 'start': 4953.199, 'duration': 2.96}
{'text': 'constantly and every single solitary', 'start': 4954.08, 'duration': 3.04}
{'text': 'okay and', 'start': 4956.159, 'duration': 3.52}
{'text': 'you have repeatedly criticized the the', 'start': 4957.12, 'duration': 4.72}
{'text': 'vice president for not specifically', 'start': 4959.679, 'duration': 2.801}
{'text': 'calling out', 'start': 4961.84, 'duration': 3.2}
{'text': 'antifa and other left-wing extremist', 'start': 4962.48, 'duration': 3.36}
{'text': 'groups', 'start': 4965.04, 'duration': 3.44}
{'text': 'but are you willing tonight to condemn', 'start': 4965.84, 'duration': 5.359}
{'text': 'white supremacists and militia groups', 'start': 4968.48, 'duration': 6.08}
{'text': 'and to say that they need to stand down', 'start': 4971.199, 'duration': 4.161}
{'text': 'and not', 'start': 4974.56, 'duration': 2.88}
{'text': 'add to the violence in a number of these', 'start': 4975.36, 'duration': 4.16}
{'text': 'cities as we saw in kenosha', 'start': 4977.44, 'duration': 5.36}
{'text': "and as we've seen in portland", 'start': 4979.52, 'duration': 3.28}
{'text': 'i would say almost everything i see is', 'start': 4984.0, 'duration': 3.44}
{'text': 'from the left wing', 'start': 4986.239, 'duration': 2.641}
{'text': 'not from the right now what do you what', 'start': 4987.44, 'duration': 2.88}
{'text': "do you what are you saying i'm i'm", 'start': 4988.88, 'duration': 3.2}
{'text': 'willing to do anything i want to see', 'start': 4990.32, 'duration': 4.8}
{'text': 'peace sir say it do it say it', 'start': 4992.08, 'duration': 4.639}
{'text': 'do you want to call him what do you want', 'start': 4995.12, 'duration': 2.96}
{'text': 'to call him give me your name give me a', 'start': 4996.719, 'duration': 5.121}
{'text': 'white surprise', 'start': 4998.08, 'duration': 3.76}
{'text': "stand back and stand by but i'll tell", 'start': 5002.639, 'duration': 3.121}
{'text': 'you what', 'start': 5005.12, 'duration': 2.64}
{'text': "i'll tell you what somebody's got to do", 'start': 5005.76, 'duration': 3.439}
{'text': 'something about antifa', 'start': 5007.76, 'duration': 3.04}
{'text': 'and the left because this is not a', 'start': 5009.199, 'duration': 6.641}
{'text': 'right-wing problem this is', 'start': 5010.8, 'duration': 5.04}
{'text': 'your administration tells you the truth', 'start': 5032.0, 'duration': 3.679}
{'text': 'is it has a bad idea can i tell you what', 'start': 5033.76, 'duration': 3.76}
{'text': 'you have no idea', 'start': 5035.679, 'duration': 4.881}
{'text': "antifa is a dangerous gentleman we're", 'start': 5037.52, 'duration': 4.719}
{'text': 'now moving on to the trump', 'start': 5040.56, 'duration': 3.52}
{'text': "records they'll overthrow you when a", 'start': 5042.239, 'duration': 3.681}
{'text': "president i'm going to ask a question", 'start': 5044.08, 'duration': 3.599}
{'text': "so you don't find olivery attractive", 'start': 5045.92, 'duration': 3.92}
{'text': "then no i mean you don't find felicia", 'start': 5047.679, 'duration': 3.281}
{'text': "they're beautiful women but they're not", 'start': 5049.84, 'duration': 3.359}
{'text': 'my thing all right i want you to', 'start': 5050.96, 'duration': 4.16}
{'text': 'give me a word or phrase to describe the', 'start': 5053.199, 'duration': 3.761}
{'text': "performance of both candidates i'm going", 'start': 5055.12, 'duration': 3.2}
{'text': 'to call on you', 'start': 5056.96, 'duration': 3.44}
{'text': 'and then respond word or phrase do not', 'start': 5058.32, 'duration': 3.76}
{'text': 'give me an explanation', 'start': 5060.4, 'duration': 3.6}
{'text': "just one word or phrase let's start with", 'start': 5062.08, 'duration': 3.44}
{'text': 'donald trump michelle', 'start': 5064.0, 'duration': 4.84}
{'text': 'what a phrase to describe donald trump', 'start': 5065.52, 'duration': 6.32}
{'text': 'tonight', 'start': 5068.84, 'duration': 3.0}
{'text': 'eh i know how to spell that kimberly', 'start': 5083.52, 'duration': 4.4}
{'text': 'puzzlely', 'start': 5086.4, 'duration': 5.12}
{'text': 'jeremy un-american say that again', 'start': 5087.92, 'duration': 6.64}
{'text': 'un-american mike', 'start': 5091.52, 'duration': 6.24}
{'text': 'unhinged nick an', 'start': 5094.56, 'duration': 6.72}
{'text': 'ass but a confident ass hey', 'start': 5097.76, 'duration': 6.959}
{'text': 'joe that was classic trump', 'start': 5101.28, 'duration': 8.0}
{'text': 'oh sorry joe say again classic trump', 'start': 5104.719, 'duration': 8.801}
{'text': 'luke forceful joe from arizona', 'start': 5109.28, 'duration': 8.16}
{'text': 'unhinged jerry', 'start': 5113.52, 'duration': 6.96}
{'text': 'jennifer arrogant', 'start': 5117.44, 'duration': 6.08}
{'text': 'cheryl that was my word arrogant', 'start': 5120.48, 'duration': 6.48}
{'text': 'same thing typical', 'start': 5123.52, 'duration': 5.52}
{'text': "okay that doesn't sound too good you", 'start': 5126.96, 'duration': 3.679}
{'text': "guys really didn't", 'start': 5129.04, 'duration': 3.76}
{'text': "so if you're advising donald trump in", 'start': 5130.639, 'duration': 3.761}
{'text': 'his debate performance', 'start': 5132.8, 'duration': 2.96}
{'text': 'what would you be telling him to do', 'start': 5134.4, 'duration': 2.64}
{'text': 'right now let me get three of you and', 'start': 5135.76, 'duration': 2.56}
{'text': "then we're going to do joe bae", 'start': 5137.04, 'duration': 3.04}
{'text': 'in the same thing a word or phrase three', 'start': 5138.32, 'duration': 3.68}
{'text': 'people tell me why', 'start': 5140.08, 'duration': 3.84}
{'text': 'or how donald trump can improve his', 'start': 5142.0, 'duration': 4.159}
{'text': 'performance in the next debate', 'start': 5143.92, 'duration': 4.4}
{'text': "you know it's just popping over people", 'start': 5146.159, 'duration': 3.361}
{'text': "it's very rude", 'start': 5148.32, 'duration': 3.52}
{'text': 'and it you know it just gives a bad', 'start': 5149.52, 'duration': 3.92}
{'text': 'impression', 'start': 5151.84, 'duration': 3.44}
{'text': 'i think that trump needs to run on his', 'start': 5153.44, 'duration': 4.239}
{'text': "record he doesn't have the worst record", 'start': 5155.28, 'duration': 4.08}
{'text': "i mean he's got you know the foreign", 'start': 5157.679, 'duration': 4.0}
{'text': "policy is good the economy's good i mean", 'start': 5159.36, 'duration': 5.52}
{'text': "it's not bad you know what up there", 'start': 5161.679, 'duration': 3.841}
{'text': 'trump', 'start': 5164.88, 'duration': 4.0}
{'text': 'hold on nick jump in just', 'start': 5165.52, 'duration': 5.52}
{'text': 'give me like give me a reason to vote', 'start': 5168.88, 'duration': 4.24}
{'text': 'for you he said so many things and', 'start': 5171.04, 'duration': 4.4}
{'text': 'acted in a way that makes it so hard for', 'start': 5173.12, 'duration': 3.68}
{'text': 'you to be able to tell anyone that', 'start': 5175.44, 'duration': 2.48}
{'text': "you're voting for him", 'start': 5176.8, 'duration': 2.8}
{'text': 'and some of the policies are good you', 'start': 5177.92, 'duration': 3.279}
{'text': 'just pointed out a couple things that i', 'start': 5179.6, 'duration': 3.28}
{'text': 'agree with him on but it makes it so', 'start': 5181.199, 'duration': 3.44}
{'text': "hard when he can't even answer the white", 'start': 5182.88, 'duration': 3.92}
{'text': 'supremacist question for the simple yes', 'start': 5184.639, 'duration': 3.281}
{'text': 'or no', 'start': 5186.8, 'duration': 4.08}
{'text': 'okay now kimberly yes i think trump', 'start': 5187.92, 'duration': 4.48}
{'text': 'needs to learn how to become', 'start': 5190.88, 'duration': 4.08}
{'text': 'coachable and i think that when he comes', 'start': 5192.4, 'duration': 4.08}
{'text': 'to the table he has to have some', 'start': 5194.96, 'duration': 2.32}
{'text': 'substance', 'start': 5196.48, 'duration': 2.719}
{'text': 'he needs to have some facts and stay off', 'start': 5197.28, 'duration': 3.76}
{'text': 'the personality and definitely stay away', 'start': 5199.199, 'duration': 3.121}
{'text': 'from the name calling', 'start': 5201.04, 'duration': 2.96}
{'text': 'because when him and joe got down to', 'start': 5202.32, 'duration': 3.68}
{'text': 'name calling that really turned a lot of', 'start': 5204.0, 'duration': 2.719}
{'text': 'people off', 'start': 5206.0, 'duration': 2.8}
{'text': 'so stick to the substance know your', 'start': 5206.719, 'duration': 3.201}
{'text': "facts and when you're gonna throw a", 'start': 5208.8, 'duration': 1.68}
{'text': 'punch', 'start': 5209.92, 'duration': 2.08}
{'text': "make sure you throw a good punch that's", 'start': 5210.48, 'duration': 2.96}
{'text': 'the knockout that you know exactly what', 'start': 5212.0, 'duration': 2.4}
{'text': "you're talking about", 'start': 5213.44, 'duration': 3.84}
